ADDRESS,city,state,Metro,zip,price,sq ft,acreage,pricesqft,list-card-label,list-card-variable-text,walkscore,description,LATITUDE,LONGITUDE,bike_score,transit_score
5540 W Edmunds St,Chicago,IL,Chicago,60630,360000,4800.0,0.1101928375,75.0,sqft lot,Sold 06/29/2020,85,Very Walkable,41.97113,-87.766568,87,75
5026 W Ainslie St,Chicago,IL,Chicago,60630,388500,3049.0,0.06999540863,127.4188258,sqft lot,Sold 11/17/2020,78,Very Walkable,41.970043,-87.753842,80,75
6300 N Nordica Ave,Chicago,IL,Chicago,60631,235000,5542.0,0.1272268136,42.40346445,sqft lot,Sold 09/14/2020,80,Very Walkable,41.995928,-87.803157,76,46
6225 N Ozanam Ave,Chicago,IL,Chicago,60631,250000,0.0,0.0,,sqft lot,Sold 04/13/2020,58,Somewhat Walkable,41.994022,-87.82063,56,41
6226 N Ozanam Ave,Chicago,IL,Chicago,60631,250000,0.0,0.0,,sqft lot,Sold 04/13/2020,58,Somewhat Walkable,41.994002,-87.821141,56,41
6700 N Olympia Ave,Chicago,IL,Chicago,60631,330000,3100.0,0.07116620753,106.4516129,sqft lot,Sold 11/18/2020,82,Very Walkable,42.002936,-87.813245,67,48
6241 N Niagara Ave,Chicago,IL,Chicago,60631,357500,1764.0,0.04049586777,202.6643991,sqft lot,Sold 05/27/2020,75,Very Walkable,41.994007,-87.799351,81,49
7255 N Odell Ave,Chicago,IL,Chicago,60631,424000,530.0,0.0121671258,800.0,sqft lot,Sold 02/24/2020,46,Car-Dependent,41.989701,-87.809245,54,57
6257 N Niagara Ave,Chicago,IL,Chicago,60631,720000,0.0,0.0,,sqft lot,Sold 08/19/2020,75,Very Walkable,41.994586,-87.799171,81,49
3615 W 54th St,Chicago,IL,Chicago,60632,14000,3049.0,0.06999540863,4.5916694,sqft lot,Sold 04/20/2020,74,Very Walkable,41.794924,-87.71418,74,58
4542 S Washtenaw Ave,Chicago,IL,Chicago,60632,32000,3049.0,0.06999540863,10.49524434,sqft lot,Sold 02/18/2020,70,Somewhat Walkable,41.810658,-87.692183,66,61
4537 S Kilpatrick Ave,Chicago,IL,Chicago,60632,45000,3484.0,0.07998163453,12.91618829,sqft lot,Sold 11/05/2020,66,Somewhat Walkable,41.810232,-87.740428,49,44
5305 S Kilpatrick Ave,Chicago,IL,Chicago,60632,55000,3777.0,0.08670798898,14.56182155,sqft lot,Sold 11/19/2020,57,Somewhat Walkable,41.796409,-87.740048,57,66
4605 S Washtenaw Ave,Chicago,IL,Chicago,60632,65000,6281.0,0.1441919192,10.34867059,sqft lot,Sold 09/29/2020,68,Somewhat Walkable,41.809857,-87.691457,66,61
4605 S Washtenaw Ave #1,Chicago,IL,Chicago,60632,65000,6281.0,0.1441919192,10.34867059,sqft lot,Sold 11/11/2020,68,Somewhat Walkable,41.809857,-87.691457,66,61
2501 W 47th St,Chicago,IL,Chicago,60632,90000,3049.0,0.06999540863,29.51787471,sqft lot,Sold 04/01/2020,80,Very Walkable,41.808136,-87.687035,65,60
2503 W 47th St,Chicago,IL,Chicago,60632,90000,3000.0,0.06887052342,30.0,sqft lot,Sold 04/01/2020,80,Very Walkable,41.808135,-87.687126,65,60
4750 S Rockwell St,Chicago,IL,Chicago,60632,185000,3136.0,0.07199265381,58.99234694,sqft lot,Sold 11/24/2020,74,Very Walkable,41.806865,-87.689634,66,62
5214 S Kedzie Ave,Chicago,IL,Chicago,60632,195000,3049.0,0.06999540863,63.95539521,sqft lot,Sold 05/14/2020,79,Very Walkable,41.798453,-87.70404,55,62
3013 W 40th Pl,Chicago,IL,Chicago,60632,200500,3321.0,0.07623966942,60.37338151,sqft lot,Sold 07/06/2020,81,Very Walkable,41.819706,-87.700092,58,55
4639 S Pulaski Rd,Chicago,IL,Chicago,60632,349000,8176.0,0.1876951331,42.68590998,sqft lot,Sold 02/05/2020,84,Very Walkable,41.80853,-87.723231,56,53
3735 S California Ave,Chicago,IL,Chicago,60632,390000,1875.0,0.04304407713,208.0,sqft lot,Sold 06/12/2020,74,Very Walkable,41.82535,-87.69433,61,60
3741 S California Ave,Chicago,IL,Chicago,60632,390000,3325.0,0.07633149679,117.2932331,sqft lot,Sold 06/12/2020,74,Very Walkable,41.825293,-87.694328,61,60
3628 S Artesian Ave,Chicago,IL,Chicago,60632,450000,0.0,0.0,,sqft lot,Sold 02/06/2020,74,Very Walkable,41.827946,-87.686171,72,62
3624 S Artesian Ave,Chicago,IL,Chicago,60632,460000,0.0,0.0,,sqft lot,Sold 11/04/2020,74,Very Walkable,41.827966,-87.686171,72,62
3632 S Artesian Ave,Chicago,IL,Chicago,60632,460000,0.0,0.0,,sqft lot,Sold 01/30/2020,74,Very Walkable,41.827926,-87.686171,72,62
3634 S Artesian Ave,Chicago,IL,Chicago,60632,555000,0.0,0.0,,sqft lot,Sold 12/08/2020,74,Very Walkable,41.827916,-87.68617,72,62
3800 W 44th St,Chicago,IL,Chicago,60632,5720000,0.0,0.0,,sqft lot,Sold 11/17/2020,67,Somewhat Walkable,41.813955,-87.719526,51,49
13505 S Baltimore Ave,Chicago,IL,Chicago,60633,6000,3125.0,0.07174012856,1.92,sqft lot,Sold 03/11/2020,68,Somewhat Walkable,41.649836,-87.546787,55,37
13021 S Brandon Ave,Chicago,IL,Chicago,60633,124500,861.0,0.01976584022,144.5993031,sqft lot,Sold 08/24/2020,67,Somewhat Walkable,41.658476,-87.545554,63,33
2709 E 130th St,Chicago,IL,Chicago,60633,480000,3125.0,0.07174012856,153.6,sqft lot,Sold 07/21/2020,37,Car-Dependent,41.65889,-87.557597,55,33
2713 E 130th St,Chicago,IL,Chicago,60633,480000,3125.0,0.07174012856,153.6,sqft lot,Sold 07/21/2020,37,Car-Dependent,41.65889,-87.557505,55,33
2715 E 130th St,Chicago,IL,Chicago,60633,480000,3125.0,0.07174012856,153.6,sqft lot,Sold 07/21/2020,37,Car-Dependent,41.658889,-87.557414,55,33
2717 E 130th St,Chicago,IL,Chicago,60633,480000,3125.0,0.07174012856,153.6,sqft lot,Sold 07/21/2020,37,Car-Dependent,41.658889,-87.557322,55,33
13418 S Hoxie Ave,Chicago,IL,Chicago,60633,625000,18730.8,0.43,33.36750166,acres lot,Sold 07/27/2020,11,Car-Dependent,41.651122,-87.561193,29,30
13449 S Calhoun Ave,Chicago,IL,Chicago,60633,625000,4092.0,0.09393939394,152.7370479,sqft lot,Sold 07/27/2020,11,Car-Dependent,41.650441,-87.561377,29,30
13454 S Hoxie Ave,Chicago,IL,Chicago,60633,625000,3100.0,0.07116620753,201.6129032,sqft lot,Sold 07/27/2020,11,Car-Dependent,41.650273,-87.560864,29,30
13456 S Hoxie Ave,Chicago,IL,Chicago,60633,625000,5003.0,0.1148530762,124.925045,sqft lot,Sold 07/27/2020,11,Car-Dependent,41.650183,-87.560864,29,30
3416 N Ozanam Ave,Chicago,IL,Chicago,60634,110000,3750.0,0.08608815427,29.33333333,sqft lot,Sold 01/30/2020,59,Somewhat Walkable,41.941746,-87.821911,57,49
4240 N Melvina Ave,Chicago,IL,Chicago,60634,210000,0.0,0.0,,sqft lot,Sold 10/20/2020,60,Somewhat Walkable,41.957832,-87.782491,66,52
3028 N Harlem Ave,Chicago,IL,Chicago,60634,245000,3125.0,0.07174012856,78.4,sqft lot,Sold 10/16/2020,83,Very Walkable,41.93539,-87.807005,55,54
4049 N Mobile Ave,Chicago,IL,Chicago,60634,680000,9147.0,0.2099862259,74.34131409,sqft lot,Sold 08/18/2020,70,Very Walkable,41.954368,-87.783472,67,52
6727 S Loomis Blvd,Chicago,IL,Chicago,60636,1000,3049.0,0.06999540863,0.3279763857,sqft lot,Sold 02/14/2020,60,Somewhat Walkable,41.771464,-87.658798,73,64
6202 S Justine St,Chicago,IL,Chicago,60636,1500,3049.0,0.06999540863,0.4919645786,sqft lot,Sold 07/23/2020,78,Very Walkable,41.781111,-87.663326,56,64
6932 S Winchester Ave,Chicago,IL,Chicago,60636,2500,3484.0,0.07998163453,0.7175660161,sqft lot,Sold 03/10/2020,56,Somewhat Walkable,41.767474,-87.672741,86,61
5642 S Paulina St,Chicago,IL,Chicago,60636,4500,3125.0,0.07174012856,1.44,sqft lot,Sold 01/17/2020,56,Somewhat Walkable,41.790887,-87.667288,60,58
6611 S Damen Ave,Chicago,IL,Chicago,60636,5000,3123.0,0.07169421488,1.601024656,sqft lot,Sold 03/18/2020,49,Car-Dependent,41.773504,-87.673399,78,64
5836 S Winchester Ave,Chicago,IL,Chicago,60636,6000,3049.0,0.06999540863,1.967858314,sqft lot,Sold 10/05/2020,57,Somewhat Walkable,41.78749,-87.673261,55,56
6419 S Marshfield Ave,Chicago,IL,Chicago,60636,6500,3075.0,0.0705922865,2.113821138,sqft lot,Sold 01/29/2020,76,Very Walkable,41.777037,-87.665077,67,63
5527 S Racine Ave,Chicago,IL,Chicago,60636,11500,3049.0,0.06999540863,3.771728436,sqft lot,Sold 10/26/2020,55,Somewhat Walkable,41.792964,-87.654506,63,58
6927 S Ashland Ave,Chicago,IL,Chicago,60636,15000,2700.0,0.06198347107,5.555555556,sqft lot,Sold 09/08/2020,75,Very Walkable,41.767703,-87.663506,80,61
2121 W 71st St,Chicago,IL,Chicago,60636,15500,3125.0,0.07174012856,4.96,sqft lot,Sold 05/29/2020,55,Somewhat Walkable,41.764512,-87.676857,83,59
2123 W 71st St,Chicago,IL,Chicago,60636,15500,3125.0,0.07174012856,4.96,sqft lot,Sold 05/29/2020,55,Somewhat Walkable,41.764511,-87.676949,83,59
2125 W 71st St,Chicago,IL,Chicago,60636,15500,3125.0,0.07174012856,4.96,sqft lot,Sold 05/29/2020,55,Somewhat Walkable,41.76451,-87.677041,83,59
6233 S Damen Ave,Chicago,IL,Chicago,60636,25000,2976.0,0.06831955923,8.400537634,sqft lot,Sold 05/21/2020,70,Very Walkable,41.780245,-87.67358,61,62
5834 S Winchester Ave,Chicago,IL,Chicago,60636,28000,3075.0,0.0705922865,9.105691057,sqft lot,Sold 11/10/2020,57,Somewhat Walkable,41.787422,-87.67326,55,56
5838 S Winchester Ave,Chicago,IL,Chicago,60636,28000,3100.0,0.07116620753,9.032258065,sqft lot,Sold 11/10/2020,57,Somewhat Walkable,41.787354,-87.673258,55,56
5840 S Winchester Ave,Chicago,IL,Chicago,60636,28000,3049.0,0.06999540863,9.1833388,sqft lot,Sold 11/10/2020,57,Somewhat Walkable,41.787285,-87.673256,55,56
5842 S Winchester Ave,Chicago,IL,Chicago,60636,28000,3049.0,0.06999540863,9.1833388,sqft lot,Sold 11/10/2020,57,Somewhat Walkable,41.787207,-87.673252,55,56
6159 S Marshfield Ave,Chicago,IL,Chicago,60636,30000,2624.0,0.06023875115,11.43292683,sqft lot,Sold 06/11/2020,78,Very Walkable,41.781407,-87.66512,56,64
7124 S Winchester Ave,Chicago,IL,Chicago,60636,40000,3125.0,0.07174012856,12.8,sqft lot,Sold 09/08/2020,55,Somewhat Walkable,41.764014,-87.672653,80,60
6825 S Damen Ave,Chicago,IL,Chicago,60636,55000,3100.0,0.07116620753,17.74193548,sqft lot,Sold 09/21/2020,57,Somewhat Walkable,41.769501,-87.673301,89,62
6803 S Honore St,Chicago,IL,Chicago,60636,57000,0.0,0.0,,sqft lot,Sold 07/29/2020,69,Somewhat Walkable,41.770101,-87.669684,86,64
6807 S Honore St,Chicago,IL,Chicago,60636,57000,0.0,0.0,,sqft lot,Sold 07/29/2020,69,Somewhat Walkable,41.770024,-87.669682,86,64
6417 S Hoyne Ave,Chicago,IL,Chicago,60636,99500,3125.0,0.07174012856,31.84,sqft lot,Sold 12/07/2020,55,Somewhat Walkable,41.776959,-87.675933,63,59
6547 S Damen Ave,Chicago,IL,Chicago,60636,149000,1537.0,0.03528466483,96.94209499,sqft lot,Sold 06/09/2020,55,Somewhat Walkable,41.774317,-87.673428,72,64
5630 S Hamilton Ave,Chicago,IL,Chicago,60636,150000,81457.2,1.87,1.841457845,acres lot,Sold 01/29/2020,57,Somewhat Walkable,41.790968,-87.678153,60,58
5702 S Hamilton Ave,Chicago,IL,Chicago,60636,150000,60112.8,1.38,2.495308819,acres lot,Sold 01/29/2020,54,Somewhat Walkable,41.789464,-87.678084,58,57
7127 S Ashland Ave,Chicago,IL,Chicago,60636,150000,5538.0,0.1271349862,27.08559047,sqft lot,Sold 04/01/2020,76,Very Walkable,41.764164,-87.663379,75,59
7258 S Claremont Ave,Chicago,IL,Chicago,60636,185000,5031.0,0.1154958678,36.77201352,sqft lot,Sold 02/28/2020,48,Car-Dependent,41.761212,-87.682184,52,59
1632 W 61st St,Chicago,IL,Chicago,60636,208000,3125.0,0.07174012856,66.56,sqft lot,Sold 09/30/2020,74,Very Walkable,41.783356,-87.665816,55,63
6626 S Champlain Ave,Chicago,IL,Chicago,60637,4000,2613.0,0.0599862259,1.530807501,sqft lot,Sold 03/06/2020,66,Somewhat Walkable,41.774083,-87.609779,83,71
6740 S Wabash Ave,Chicago,IL,Chicago,60637,5000,3998.0,0.09178145087,1.250625313,sqft lot,Sold 04/02/2020,59,Somewhat Walkable,41.771528,-87.623943,67,75
6400 S Rhodes Ave,Chicago,IL,Chicago,60637,8000,2927.0,0.06719467401,2.733173898,sqft lot,Sold 12/09/2020,63,Somewhat Walkable,41.778355,-87.612319,78,71
6402 S Rhodes Ave,Chicago,IL,Chicago,60637,8000,2927.0,0.06719467401,2.733173898,sqft lot,Sold 12/09/2020,63,Somewhat Walkable,41.778289,-87.612318,78,71
6457 S Langley Ave,Chicago,IL,Chicago,60637,16000,3393.0,0.07789256198,4.715590922,sqft lot,Sold 04/29/2020,70,Very Walkable,41.776953,-87.607948,82,71
6406 S Rhodes Ave,Chicago,IL,Chicago,60637,18000,3001.0,0.06889348026,5.998000666,sqft lot,Sold 11/25/2020,63,Somewhat Walkable,41.778222,-87.612316,78,71
6320 S Rhodes Ave,Chicago,IL,Chicago,60637,20000,3049.0,0.06999540863,6.559527714,sqft lot,Sold 11/17/2020,61,Somewhat Walkable,41.779689,-87.612354,78,71
6228 S Rhodes Ave,Chicago,IL,Chicago,60637,24000,3484.0,0.07998163453,6.888633754,sqft lot,Sold 03/18/2020,60,Somewhat Walkable,41.781222,-87.612384,74,70
6508 S Woodlawn Ave,Chicago,IL,Chicago,60637,25000,2178.0,0.05,11.47842057,sqft lot,Sold 09/01/2020,59,Somewhat Walkable,41.776549,-87.596461,65,72
6526 S Evans Ave,Chicago,IL,Chicago,60637,25000,2928.0,0.06721763085,8.538251366,sqft lot,Sold 11/06/2020,70,Very Walkable,41.7759,-87.607428,82,71
5924 S Wabash Ave,Chicago,IL,Chicago,60637,26500,7840.0,0.1799816345,3.380102041,sqft lot,Sold 11/04/2020,53,Somewhat Walkable,41.786527,-87.624355,52,65
6225 S Saint Lawrence Ave,Chicago,IL,Chicago,60637,32000,3049.0,0.06999540863,10.49524434,sqft lot,Sold 11/06/2020,72,Very Walkable,41.780352,-87.604464,71,71
6227 S Saint Lawrence Ave,Chicago,IL,Chicago,60637,32000,2613.0,0.0599862259,12.24646001,sqft lot,Sold 11/06/2020,62,Somewhat Walkable,41.781293,-87.610456,75,70
6440 S Ingleside Ave,Chicago,IL,Chicago,60637,39000,2178.0,0.05,17.90633609,sqft lot,Sold 01/30/2020,65,Somewhat Walkable,41.777392,-87.601966,73,72
1439 E 67th Pl,Chicago,IL,Chicago,60637,52000,6098.0,0.1399908173,8.527386028,sqft lot,Sold 11/20/2020,55,Somewhat Walkable,41.772129,-87.589511,59,68
1443 E 66th Pl,Chicago,IL,Chicago,60637,60000,3810.0,0.08746556474,15.7480315,sqft lot,Sold 11/09/2020,56,Somewhat Walkable,41.773952,-87.589719,68,68
6532 S Kimbark Ave,Chicago,IL,Chicago,60637,65000,0.0,0.0,,sqft lot,Sold 10/27/2020,58,Somewhat Walkable,41.775889,-87.594993,64,71
1405 E 65th Pl,Chicago,IL,Chicago,60637,70000,5000.0,0.1147842057,14.0,sqft lot,Sold 11/09/2020,49,Car-Dependent,41.775784,-87.590732,69,69
1410 E 65th Pl,Chicago,IL,Chicago,60637,70000,5000.0,0.1147842057,14.0,sqft lot,Sold 11/09/2020,49,Car-Dependent,41.776294,-87.590451,69,69
6643 S Kenwood Ave,Chicago,IL,Chicago,60637,85000,0.0,0.0,,sqft lot,Sold 02/28/2020,55,Somewhat Walkable,41.773686,-87.592529,57,67
6510 S University Ave,Chicago,IL,Chicago,60637,105000,6300.0,0.1446280992,16.66666667,sqft lot,Sold 01/24/2020,61,Somewhat Walkable,41.776426,-87.598891,67,72
6544 S University Ave,Chicago,IL,Chicago,60637,105000,6300.0,0.1446280992,16.66666667,sqft lot,Sold 01/24/2020,61,Somewhat Walkable,41.775462,-87.598871,64,70
6620 S Kimbark Ave,Chicago,IL,Chicago,60637,110000,4125.0,0.0946969697,26.66666667,sqft lot,Sold 12/09/2020,58,Somewhat Walkable,41.774365,-87.594958,61,70
6445 S Ellis Ave,Chicago,IL,Chicago,60637,120000,6050.0,0.1388888889,19.83471074,sqft lot,Sold 10/02/2020,61,Somewhat Walkable,41.777278,-87.600044,73,73
6631 S Kimbark Ave,Chicago,IL,Chicago,60637,140000,8235.0,0.1890495868,17.00060716,sqft lot,Sold 04/01/2020,53,Somewhat Walkable,41.774057,-87.594951,61,69
6515 S Blackstone Ave,Chicago,IL,Chicago,60637,160000,8750.0,0.20087236,18.28571429,sqft lot,Sold 11/09/2020,57,Somewhat Walkable,41.77631,-87.588643,73,69
6610 S Kimbark Ave,Chicago,IL,Chicago,60637,170000,8232.0,0.1889807163,20.65111759,sqft lot,Sold 08/20/2020,58,Somewhat Walkable,41.774605,-87.594964,61,70
6000 S Champlain Ave,Chicago,IL,Chicago,60637,175000,7156.0,0.1642791552,24.45500279,sqft lot,Sold 12/04/2020,56,Somewhat Walkable,41.785527,-87.609933,69,66
6204 S Kimbark Ave,Chicago,IL,Chicago,60637,190000,6534.0,0.15,29.07866544,sqft lot,Sold 02/24/2020,68,Somewhat Walkable,41.782056,-87.595129,72,72
6344 S Kenwood Ave,Chicago,IL,Chicago,60637,205000,0.0,0.0,,sqft lot,Sold 03/06/2020,65,Somewhat Walkable,41.77916,-87.593491,70,72
6132 S Kimbark Ave,Chicago,IL,Chicago,60637,325000,6534.0,0.15,49.73982247,sqft lot,Sold 04/01/2020,68,Somewhat Walkable,41.783209,-87.595157,72,72
6507 S Minerva Ave,Chicago,IL,Chicago,60637,440000,0.0,0.0,,sqft lot,Sold 11/02/2020,59,Somewhat Walkable,41.776536,-87.596961,65,72
6510 S Minerva Ave,Chicago,IL,Chicago,60637,440000,0.0,0.0,,sqft lot,Sold 11/02/2020,59,Somewhat Walkable,41.776576,-87.597508,65,72
6426 S Maryland Ave,Chicago,IL,Chicago,60637,670000,5758.0,0.1321854913,116.3598472,sqft lot,Sold 05/13/2020,72,Very Walkable,41.777728,-87.604984,77,72
6509 S State St,Chicago,IL,Chicago,60637,701500,68389.2,1.57,10.25746755,acres lot,Sold 12/14/2020,27,Car-Dependent,41.7759,-87.624494,45,72
6906 S Vernon Ave,Chicago,IL,Chicago,60637,816500,4960.0,0.113865932,164.6169355,sqft lot,Sold 08/06/2020,73,Very Walkable,41.769057,-87.614481,73,72
1418 E 56th St,Chicago,IL,Chicago,60637,945000,2592.0,0.05950413223,364.5833333,sqft lot,Sold 09/08/2020,90,Walker's Paradise,41.793552,-87.590825,93,64
5638 W 64th St,Chicago,IL,Chicago,60638,32500,3698.0,0.08489439853,8.788534343,sqft lot,Sold 06/01/2020,60,Somewhat Walkable,41.776473,-87.763242,61,37
5210 S Luna Ave,Chicago,IL,Chicago,60638,50000,3049.0,0.06999540863,16.39881929,sqft lot,Sold 09/23/2020,76,Very Walkable,41.797854,-87.761582,66,43
5212 S Luna Ave,Chicago,IL,Chicago,60638,50000,3049.0,0.06999540863,16.39881929,sqft lot,Sold 09/23/2020,76,Very Walkable,41.797786,-87.76158,66,43
5701 W 64th Pl,Chicago,IL,Chicago,60638,53000,3123.0,0.07169421488,16.97086135,sqft lot,Sold 12/01/2020,56,Somewhat Walkable,41.775015,-87.764215,56,37
5227 S Lorel Ave,Chicago,IL,Chicago,60638,65000,3798.0,0.08719008264,17.11427067,sqft lot,Sold 12/10/2020,77,Very Walkable,41.797448,-87.755972,61,49
5000 W 47th St,Chicago,IL,Chicago,60638,200000,6969.0,0.1599862259,28.69852203,sqft lot,Sold 09/30/2020,62,Somewhat Walkable,41.807815,-87.748285,50,46
6352 S Central Ave,Chicago,IL,Chicago,60638,339000,3250.0,0.0746097337,104.3076923,sqft lot,Sold 03/04/2020,59,Somewhat Walkable,41.776513,-87.762019,61,37
5706 W 65th St,Chicago,IL,Chicago,60638,442000,3125.0,0.07174012856,141.44,sqft lot,Sold 01/24/2020,57,Somewhat Walkable,41.774617,-87.764383,57,37
5993 S Archer Ave S,Chicago,IL,Chicago,60638,700000,6250.0,0.1434802571,112.0,sqft lot,Sold 09/30/2020,74,Very Walkable,41.795187,-87.766206,61,43
1657 N Mayfield Ave,Chicago,IL,Chicago,60639,30200,3920.0,0.08999081726,7.704081633,sqft lot,Sold 09/11/2020,77,Very Walkable,41.910983,-87.772413,56,58
2130 N Moody Ave,Chicago,IL,Chicago,60639,37500,3746.0,0.08599632691,10.01067806,sqft lot,Sold 01/28/2020,73,Very Walkable,41.918812,-87.779552,59,55
2134 N Mcvicker Ave,Chicago,IL,Chicago,60639,40000,3484.0,0.07998163453,11.48105626,sqft lot,Sold 08/06/2020,79,Very Walkable,41.918928,-87.777119,61,55
1712 N Mason Ave,Chicago,IL,Chicago,60639,40500,3484.0,0.07998163453,11.62456946,sqft lot,Sold 10/12/2020,78,Very Walkable,41.911547,-87.774404,57,58
1842 N Tripp Ave,Chicago,IL,Chicago,60639,55100,6250.0,0.1434802571,8.816,sqft lot,Sold 05/07/2020,82,Very Walkable,41.914798,-87.732939,73,58
1713 N Keeler Ave,Chicago,IL,Chicago,60639,58000,3123.0,0.07169421488,18.57188601,sqft lot,Sold 12/17/2020,88,Very Walkable,41.912116,-87.730933,67,59
2200 N Kildare Ave,Chicago,IL,Chicago,60639,60000,3484.0,0.07998163453,17.22158439,sqft lot,Sold 01/23/2020,79,Very Walkable,41.920865,-87.734357,79,57
6050 W North Ave,Chicago,IL,Chicago,60639,62000,6098.0,0.1399908173,10.16726796,sqft lot,Sold 12/16/2020,78,Very Walkable,41.90954,-87.777237,57,57
2054 N Pulaski Rd,Chicago,IL,Chicago,60639,85000,4356.0,0.1,19.51331497,sqft lot,Sold 11/12/2020,87,Very Walkable,41.918754,-87.726958,78,54
4234 W Armitage Ave,Chicago,IL,Chicago,60639,130000,4216.0,0.09678604224,30.83491461,sqft lot,Sold 07/10/2020,85,Very Walkable,41.917357,-87.732872,80,56
4238 W Armitage Ave,Chicago,IL,Chicago,60639,130000,3156.0,0.07245179063,41.1913815,sqft lot,Sold 07/10/2020,85,Very Walkable,41.917356,-87.732979,80,56
4900 W Diversey Ave,Chicago,IL,Chicago,60639,150000,3530.0,0.08103764922,42.49291785,sqft lot,Sold 02/25/2020,87,Very Walkable,41.931761,-87.749232,63,56
5025 W Diversey Ave,Chicago,IL,Chicago,60639,260000,3100.0,0.07116620753,83.87096774,sqft lot,Sold 08/07/2020,87,Very Walkable,41.931191,-87.752586,64,55
5025 W Diversey Ave #33,Chicago,IL,Chicago,60639,260000,0.0,0.0,,sqft lot,Sold 06/16/2020,87,Very Walkable,41.931201,-87.752584,64,55
5901 W Diversey Ave,Chicago,IL,Chicago,60639,280000,4171.0,0.09575298439,67.13018461,sqft lot,Sold 06/15/2020,84,Very Walkable,41.930908,-87.773708,67,56
5905 W Diversey Ave,Chicago,IL,Chicago,60639,280000,4125.0,0.0946969697,67.87878788,sqft lot,Sold 06/15/2020,84,Very Walkable,41.930906,-87.773831,67,56
1747 N Linder Ave,Chicago,IL,Chicago,60639,390000,3750.0,0.08608815427,104.0,sqft lot,Sold 10/01/2020,67,Somewhat Walkable,41.912602,-87.762763,61,61
2034 N Kilpatrick Ave,Chicago,IL,Chicago,60639,440000,3672.0,0.08429752066,119.8257081,sqft lot,Sold 03/17/2020,78,Very Walkable,41.917998,-87.744066,62,57
5036 W Diversey Ave,Chicago,IL,Chicago,60639,1800000,3250.0,0.0746097337,553.8461538,sqft lot,Sold 05/19/2020,87,Very Walkable,41.931711,-87.752935,64,55
1414 W Catalpa Ave,Chicago,IL,Chicago,60640,300000,3484.0,0.07998163453,86.10792193,sqft lot,Sold 10/30/2020,96,Walker's Paradise,41.981975,-87.665587,74,70
5105 N Wolcott Ave,Chicago,IL,Chicago,60640,400000,3920.0,0.08999081726,102.0408163,sqft lot,Sold 10/27/2020,93,Walker's Paradise,41.974999,-87.675954,89,62
4858 N Kenmore Ave,Chicago,IL,Chicago,60640,602500,0.0,0.0,,sqft lot,Sold 09/29/2020,97,Walker's Paradise,41.970762,-87.656662,93,75
823 W Wilson Ave,Chicago,IL,Chicago,60640,5050000,26136.0,0.6,193.2200796,acres lot,Sold 07/01/2020,91,Walker's Paradise,41.965099,-87.651271,93,72
4853 W Nelson St,Chicago,IL,Chicago,60641,80000,3484.0,0.07998163453,22.96211251,sqft lot,Sold 11/18/2020,82,Very Walkable,41.935801,-87.748897,62,56
4200 N Kildare Ave,Chicago,IL,Chicago,60641,234500,7200.0,0.1652892562,32.56944444,sqft lot,Sold 11/10/2020,59,Somewhat Walkable,41.95736,-87.73594,64,66
4179 W Belmont Ave,Chicago,IL,Chicago,60641,400000,3049.0,0.06999540863,131.1905543,sqft lot,Sold 04/30/2020,86,Very Walkable,41.938759,-87.732697,68,56
4042 N Pulaski Rd UNIT 3W,Chicago,IL,Chicago,60641,460000,6921.0,0.1588842975,66.46438376,sqft lot,Sold 11/10/2020,87,Very Walkable,41.954997,-87.728093,62,68
